,summary,correct,rouge1,rouge2,rougeL,rougeLsum
604,"Engroshandel er omsetning av varer i engros- og detaljistleddet i butikker, bensinstasjoner, kiosker og andre utsalgssteder.
Det er vanlig å skille mellom engroshandel og detaljhandel.","Engroshandel er handel med større varepartier til videreforhandlere eller til produsenter for bruk i produksjonen, eller til storforbrukere som sykehus og hoteller.",17.0213,4.4444,17.0213,17.0213
605,"George Allport var en amerikansk psykolog.
Han var en av grunnleggerne av personlighetspsykologien og en av de første psykologene som skilte mellom drifter (drives) og motiver (motives).","Gordon Allport var en amerikansk personlighetspsykolog, særlig kjent for sitt forsøk på å skape en sammenfattende personlighetspsykologi der han la vekt på det unike i den enkeltes personlighet som først og fremst var påvirket av den sosiale kontekst som personen lever i og i mindre grad individenes historie.
Han avviste derved både psykoanalyse og behaviorisme som personlighetsmodeller; psykoanalyse fordi han mente den la opp til for dype tolkninger, behaviorisme fordi den ikke i tilstrekkelig grad tolket informasjonen om individene.",23.4234,5.5046,18.018,19.8198
606,"Atuagagdliutit/Grønlandsposten er en grønlandsk dagsavis som utkommer på Grønland.
Avisen ble grunnlagt i 1861, og utkommer to ganger ukentlig.","Atuagagdliutit Grønlandsposten er en grønlandsk avis, og en av to riksaviser på Grøndland.
Avisen utkommer i Nuuk to ganger ukentlig med artikler og nyheter på både grønlandsk og dansk.",56.1404,32.7273,49.1228,52.6316
607,"Aleutergropen er en geologisk grop i Stillehavet i USA, Russland og Alaska.
Den ligger på grensen mellom USA og Russland.","Aleutergropen er en dyphavsrenne i det nordlige Stillehavet.
Gropen strekker seg fra Alaskabukta i øst til Kommandørøyene i vest og ligger langs sørsiden av Aleutene.
Den er omtrent 3700 kilometer lang og bredden varierer mellom 80 og 160 kilometer.
Gropen er dypest mellom vestre og midtre del, og har sitt dypeste punkt omtrent midt i gropen med dybde opptil 7620 meter under havet.",25.5814,4.7619,23.2558,23.2558
608,"Bysantinsk arkitektur er arkitekturen i Bulgaria, særlig i den østlige delen av landet.
Den ble utviklet i perioden fra 1200-tallet og frem til den tyrkiske okkupasjonen i 1878–1878.","De eldste monumentene i Bulgaria går tilbake til antikken.
I det nåværende Aboba finnes ruiner av en monumental basilika fra 800-tallet med en samlet lengde på nesten 100 meter.
I de følgende århundrene gjorde den bysantinske stilinnflytelse seg sterkere gjeldende, blant annet i de kuppeldekkede korskirkene i Mesemvrija og i Patleina.",27.5862,2.3529,18.3908,27.5862
609,"Jorodd Asphjell er en norsk politiker for Arbeiderpartiet.
Han var stortingsrepresentant for Sør-Trøndelag i perioden 2021–2025.","Jorodd Asphjell, norsk politiker for Arbeiderpartiet som siden 2005 er stortingsrepresentant for Sør-Trøndelag.",72.2222,52.9412,66.6667,66.6667
610,"Bólu-Hjálmar var en islandsk lyriker.
Han var en av de mest betydningsfulle islandske dikterne på 1800-tallet.","Bólu-Hjálmar, eller Hjálmar Jónsson, som han egentlig het, var en av de største folkelige dikterne på Island.",51.1628,34.1463,51.1628,51.1628
611,"Danmark har hatt en rik kulturhistorie i eldre steinalder, bronsealder, jernalder og romertid.","Dansk kunsthistorie regnes fra steinalderens rissebilder og dekorerte keramikk til vår tids internasjonale samtidskunst.
Til dansk kunsthistorie hører også kunst på Grønland, ettersom Grønland er del av Danmark.",8.8889,0.0,4.4444,8.8889
612,Bøyemoment er kraften som overføres fra en horisontal bjelke til en vertikal bjelke når den skjæres gjennom et snitt.,"Bøyemoment er en påkjenning på konstruksjonsdeler, der ekstern kraft (belastning) og opplagerkraft (kraften som holder delen fast) ikke ligger på samme akse.
Virkningen er mest synlig som romlig deformasjon av delens lengdeakse (nedbøying) i forbindelse med konstruksjonsdeler der lengden er stor i relasjon til tverrsnittets dimensjoner, som bjelker, plater, søyler, og lignende.
Begrepet blir brukt i statikk og fasthetslære.
Enheten er Nm (Newtonmeter) som er kraft gange lengde.",14.5833,6.383,12.5,12.5
613,"Douai er en by i Frankrike, i regionen Bourgogne-Franche-Comté, ved elven Doubs.
Byen ligger ved foten av Jurafjellene, og har omtrent 88 000 innbyggere (2020).","Douai er en by i Frankrike, i regionen Hauts-de-France, departementet Nord, ved elven Scarpe, 38 km sør for Lille.
Byen har 39 700 innbyggere (2017).
Douai utgjør sammen med Lens byområdet Douai-Lens med 503 966 innbyggere.",37.6812,23.8806,37.6812,37.6812
614,"Bø er en kommune i Vesterålen i Nordland fylke.
Kommunen ligger i kommunene Andenes, Sortland og Andenes kommuner i Troms og Finnmark fylke.","Bø er en kommune i Nordland fylke, som ligger lengst vest i Vesterålen.
Kommunen omfatter sørvestre del av Langøya, samt 438 mindre øyer, holmer og skjær omkring.
Bø ligger på nordsiden av Vesterålsfjorden/Eidsfjorden og strekker seg østover til Møklandsfjorden i nord og Hellfjorden i sør.",41.5584,21.3333,33.7662,33.7662
615,"Canada er et landskap i Nord-Amerika som omfatter provinsene Québec, Nova Scotia, New Brunswick, Ontario, Manitoba og Saskatchewan.
Landskapet består av hardt, krystallinsk fjell fra prekambrium og dekker nesten halvparten av Canada, fra Baffin Island i nord til Hudson Bay i sør.","Canada har mange av de samme landskapstrekk og en tilsvarende geologisk struktur som USA.
Særegent for Canada er de veldige slettene med grunnfjell i øst og nord, som fortsetter i det omfattende arktiske arkipelet helt i nord med flere av verdens største øyer.
Med kyst mot vest, nord og øst, og med de tallrike øyene i nord, har Canada en samlet kystlinje (inkludert øyene) på hele 243 042 kilometer.",23.9316,5.2174,15.3846,20.5128
616,"Bilbao er en by i Spania, hovedstad i provinsen Vizcaya, ved elven Nervión.
Byen ligger i den autonome regionen Baskerland, ved utløpet av Nerviónelven.","Bilbao er en by i Spania som er den største i Baskerland og hovedstad i provinsen Vizcaya.
Den ligger på begge sider av Río Nervión, 12 kilometer ovenfor utløpet i Ria de Bilbao.
Innbyggertallet er 345 800 (2018).",55.0725,29.8507,40.5797,43.4783
617,"Ahmadiyya er en religiøs bevegelse i Pakistan som ble grunnlagt i 1889 av Mirza Ghulam Ahmad.
Han var en av grunnleggerne av bevegelsen, og regnes som en fornyer av islam.","Ahmadiyya, religiøs bevegelse med bakgrunn i islam.
Dannet av Mirza Ghulam Ahmad (1835–1908) i Qadian, India.
Han etterlot seg et stort antall skrifter; det mest omfattende er et kommentarverk til Koranen.",40.625,16.129,31.25,37.5
618,"Akrylamid er et organisk stoff som har kjemisk formel C3H5NO.
Det er en fargeløs væske med hvit farge.","Akrylamid er en kjemisk forbindelse som brukes mye i industrien, og som forekommer i en del matvarer som fremstilles ved høy temperatur.",23.2558,9.7561,18.6047,18.6047
619,Dynamisk tid er en tidsskala som benyttes i beregningen av efemerider som refererer til solsystemets geosentriske sentrum.,Dynamisk tid er en tidsskala som brukes i beregninger av posisjonen til himmellegemer i solsystemet.,62.5,33.3333,62.5,62.5
620,"Belgplantebakterier er en gruppe bakterier som lever i røttene til mange ulike planter.
De er svært viktige for veksten av belgplanter.","Belgplantebakterier er en slekt av bakterier som lever i symbiose med belgplanter.
De har evne til å binde nitrogen fra luften og på den måten forsyne belgplanten med organiske nitrogenforbindelser.
På den annen side mottar bakteriene karbohydrater og andre nødvendige stoffer fra belgplanten.",32.8358,15.3846,23.8806,32.8358
621,"Avtrykk er en gjengivelse av en tekst eller bilde.
Avtrykket fremstilles ved overføring fra en original til et trykkmedium.","Avtrykk er en gjengivelse som oppstår ved at noe trykkes inn i noe eller mot noe.
Et avtrykk kan for eksempel være et stempeltrykk på papir eller et fotspor i snøen.",29.6296,11.5385,22.2222,22.2222
622,Børster er verktøy som brukes til rensing og fjerning av støv og skitt.,"Børste er et redskap for rensing, rengjøring eller greing, for eksempel av håret.
Børsten består oftest av et kort skaft med bust på.",18.1818,0.0,18.1818,18.1818
623,"Diane de Poitiers var en fransk prinsesse.
Hun var datter av kong Henrik 2 av Frankrike.","Diane de Poitiers, fransk adelskvinne, hertuginne av Valentinois.
Diane de Poitiers giftet seg med den normanniske adelsmannen Louis de Brézé som døde i 1531.",23.8095,10.0,23.8095,23.8095
624,"Ian Dury var en britisk sanger, gitarist og komponist.
Han var en av de mest populære britiske rockemusikerne på 1970-tallet.","Ian Dury var en britisk rockesanger og komponist.
Han var en av de store personlighetene i britisk rock og en usannsynlig stjerne: 35 år gammel og med lammelser i et bein og en hånd slo han gjennom med sine funky, aggressive rockesanger på tilnærmet cockneydialekt.",40.5797,29.8507,40.5797,40.5797
625,"Clementine 1 var en amerikansk ubemannet romsonde.
Den ble skutt opp i bane rundt Månen i 1994.","Clementine 1 var en amerikansk romsonde for utforskning av Månen.
Målet var å teste sensorer og romsondekomponenter, gjøre vitenskapelige observasjoner av Månen og fly forbi asteroiden Geographos.",33.3333,21.7391,33.3333,33.3333
626,"Bandol er en appellasjon i Frankrike, i regionen Provence-Alpes-Côte d'Azur, sørvest for Cannes.","Bandol er en vin fra Provence.
Den røde vinens hovedbestandel er druen mourvèdre.
Det produseres også hvit- og rosévin her, men det er den røde som er mest anerkjent.",15.6863,8.1633,15.6863,15.6863
627,"Briard er en fransk gjeterhundrase, opprinnelig fra Frankrike.
Den ble importert til Norge i 1975.
Briarden er en meget muskuløs, rektangulært bygget hund med lang, raggete pels.
Den skal bevege seg med god skrittlengde i lett, effektivt jordbundet trav.","Briard er en fransk hunderase, som har fått navn etter landskapet Brie i Frankrike.
Den er en av mange fårehundtyper som har eksistert i Frankrike siden oldtiden.
Den brukes fortsatt som gjeterhund og vakthund over hele landet, og har også vært brukt som militærhund.
Under første verdenskrig ble den brukt til å lete opp sårete og føre sanitetspersoner frem til dem.",27.7778,9.434,18.5185,27.7778
628,"Dogepalasset er et palass i Venezia, i området rundt Markuskirken.
Palasset ble oppført omkring 1340, og er i dag et museum.","Dogepalasset er et palass i Italia, Venezia, ved Canal di San Marco.
Det var til 1797 bolig og kontorer for dogene.
Fra 1923 har Dogepalasset vært museum.",39.2157,16.3265,35.2941,39.2157
629,Akkulturasjon er en prosess som fører til at to kulturer smelter sammen til en etnisk gruppe.,"Akkulturasjon er en type kulturell endring som skjer i møtet mellom to kulturer som tidligere var separate og selvstendige.
Gjennom nær og vedvarende kontakt oppstår gjensidig utveksling og omtolkning av elementer som språk, klesdrakt, ritualer, organisering og så videre.
Begrepet brukes ofte synonymt med kulturkontakt.",18.1818,9.375,18.1818,18.1818
630,"Ragnhild Børresen er en norsk byråkrat og politiker.
Hun er utdannet cand.jur.
fra Universitetet i Oslo og har vært direktør i Stortingets administrasjon siden 2018.","Ida Børresen er en norsk offentlig tjenestekvinne, utdannet cand.polit.
Børresen var ansatt i Justisdepartementet fra 1982 til 1990, deretter var hun åtte år ansatt og senere partner i konsulentselskapet Stratdec AS.",40.625,16.129,31.25,37.5
631,"Æsop klandrer en svale for deres ulykke.
Ifølge Aristoteles er det å sløse bort alt man eier, unntatt klær, særlig klær på kroppen.","Én svale gjør ingen sommer er et ordtak som betyr at et enslig eksempel ikke kan tillegges avgjørende vekt.
Formuleringen er kjent fra Aristoteles’ hovedverk om etikk, Den nikomakiske etikk.
Der står det «én svale gjør ingen vår».
Uttrykket brukes vekselsvis med sommer eller vår på mange europeiske språk.",16.8675,2.4691,14.4578,14.4578
632,"Bjørnstjerne Bjørnson var en norsk forfatter og politiker.
Han ble født i Bergen, og ble utdannet ved Universitetet i København.","Thomas Cristensen Clitau var en dansk forfatter og legatstifter.
Han kom i 1748 til Norge som auditør og notarius publicus i Bergen.
Clitau utga juridiske lærebøker og religiøse og dramatiske dikt, blant annet en diktsamling, Poetiske Tids-Fordriv (1738).",26.8657,9.2308,23.8806,23.8806
633,"F. H. Bradley var en britisk filosof.
Han var en av grunnleggerne av den britiske idealismen.","Francis Herbert Bradley var en engelsk filosof og en ledende frontfigur for den nyhegelianske britiske idealismen.
Bradley underviste ved Oxford og var bror av litteraturviteren Andrew Cecil Bradley.",45.4545,14.2857,36.3636,40.9091
634,"Willem Colijn var en nederlandsk politiker.
Han var statsminister i fire regjeringer fra 1933 til 1939.","Hendrikus Colijn var en nederlandsk politiker og sosialøkonom.
Han var statsminister i 1925 og fra 1933 til 1939.",74.2857,60.6061,74.2857,74.2857
635,"Bel Paese er en italiensk ost som er laget av kumelk.
Den er svært populær i Italia.","Bel Paese er en italiensk halvmyk industriost som ble oppfunnet av Egidio Galbani i 1906.
Osten kommer i flere størrelser, fra små munnfuller til to og et halvt kilos hjul.",32.0,16.6667,32.0,32.0
636,"Eirik Raude var en norsk høvding og oppdagelsesreisende.
Han var sønn av Torvald Åsvaldsson og bror av Leiv Eiriksson.","Eirik Raude var en norsk-islandsk landnåmsmann og oppdager.
Han var den første europeeren som utforsket vestkysten av Grønland, og en gang mellom 984 og 986 ledet han en gruppe landnåmsmenn som reiste fra Island og bosatte seg i det nye landet.
Med utgangspunkt i gården Brattalid fungerte han som leder for det norrøne nybyggersamfunnet på Grønland frem til han døde en gang rundt år 1000.",21.0526,10.7527,21.0526,21.0526
637,"Doria er en italiensk fyrsteslekt som stammer fra Genova.
Slekten er kjent siden middelalderen.","Doria er en italiensk adelsslekt fra Genova, kjent siden 1200-tallet.
Slekten eier fremdeles Palazzo Doria i Genova og Palazzo Doria-Pamphili i Roma, som rommer en av Italias største og beste kunstsamlinger i privat eie.
Palasset huser også huset Aldobrandinis store samling av antikk skulptur.",32.7869,16.9492,26.2295,29.5082
638,Barnevernet er det offentlige hjelpeapparatet som yter tjenester til barn og unge som lever under forhold som kan skade deres helse og utvikling.,"Barnevern er det arbeid som gjøres fra samfunnets side for å hjelpe vanskeligstilte barn, i form av råd, veiledning og hjelpetiltak fra barnevernstjeneste, og omsorgsovertakelse med videre.",23.5294,4.0816,23.5294,23.5294
639,"Brillebjørn er en art av bjørn i familien bjørner.
Den er regnet som sårbar av den internasjonale naturvernunionen (IUCN).","Brillebjørn er et rovpattedyr i bjørnefamilien.
Den er den eneste nålevende bjørnearten som finnes i Sør-Amerika.",48.8889,13.9535,40.0,44.4444
640,"Kjell Aukrust var en norsk forfatter, illustratør og filmregissør.
Han er særlig kjent for sine populære bøker om Flåklypa, Solan og Ludvig.","Kjell Aukrust var en norsk karikaturtegner, illustratør, maler og forfatter, og en av Norges mest folkekjære kunstnere.
Han er særlig kjent for sine Flåklypa-historier med oppdiktede bygdeoriginaler samt sine frodige vitsetegninger.",62.5,38.7097,53.125,53.125
641,"Almazbek Atambajev er en kirgisisk politiker.
Han var president i Kirgisistan i perioden 2010–2011.",Almazbek Sjarsjenovitsj Atambajev er en kirgisisk politiker som var president i Kirgisistan fra 2011–2017.,73.3333,50.0,73.3333,73.3333
642,"Jean-Baptiste Dubois var en fransk komponist, organist og korleder.
Han regnes som en av de betydeligste komponistene i sin generasjon.","Théodore Dubois var en fransk komponist, organist og professor i harmonilære og kontrapunkt.
Hans bok Notes & études d'harmonie pour servir de supplément au traité de H. Reber fra 1889 anvendes den dag i dag som et viktig kildeskrift for studier av romantisk harmonikk sammen med Traité de contrepoint et de fugue fra 1901.",30.7692,15.7895,28.2051,30.7692
643,"Diplodocus er en slekt med sauropoder i ordenen sauropoder.
Slekten ble først beskrevet av Othniel Charles Marsh i 1878.","Diplodocus var en planteetende dinosaur med svært lang hals og hale, og blant de aller største dyrene som er kjent.
De levde i juraperioden i dagens USA.",24.4898,0.0,20.4082,16.3265
644,Bruttotonn er en internasjonal måleenhet som brukes om et fartøy som frakter gods i containere.,"Bruttotonn (BT) er et volummål for å beregne et skips størrelse.
Bruttotonn er totalvolumet av alle lukkede rom som er i bruk på et skip.
Bruttotonnasje må ikke forveksles med skipets mål for vekt, som er deplasement.
Et skips tonnasje er av interesse for ulike nasjoners handelsflåter og hvilke avgifts-, sikkerhets- og skatteregler som er gjeldene for et gitt fartøy.",22.2222,5.0633,17.284,22.2222
645,"Lucas Cranach var en tysk maler og grafiker.
Han var sønn av Martin Luther.","Lucas Cranach var en maler, kobberstikker og tresnittegner.
Han ble kalt Cranach etter sin fødeby Kronach og var elev av sin far.
Han arbeidet vesentlig i Wittenberg, fra 1504 som hoffmaler hos kurfyrsten av Sachsen.
Han holdt stort malerverksted også for dekorasjonsarbeider.
De tidligst kjente verkene skriver seg fra de første årene av 1500-tallet: Korsfestelsesbildene i Schottenstift i Wien og Alte Pinakothek i München, Hvile på flukten til Egypt (1504, Berlin), Den hellige Katarinas martyrium (1514, Gemäldegalerie, Dresden).",18.3673,6.25,18.3673,18.3673
646,"Alma er eit kvinnenamn som går tilbake til det norrøne Al-ma.
I dette toledda namnet tyder forleddet ‘edel’ og etterleddet’ «edel’.","Alma er eit kvinnenamn som kan vere kortform av namn på Amal-, til dømes Amalie.
Alma kan også vere eit italiensk og spansk namn som går tilbake til latin alma som tyder ‘den nærande (mor)’.",35.4839,26.6667,32.2581,32.2581
647,"Fritz Busch var en tysk dirigent og en av de betydeligste i sin generasjon.
Han var sjefdirigent ved Oslo-Filharmonien (daværende Filharmonisk Selskap) i perioden 1938–1949.","Fritz Busch var en tysk dirigent, en av de betydeligste i sin generasjon, særlig kjent for sine Mozart- og Verdi-tolkninger.",56.0,45.8333,52.0,52.0
648,"James Baron er en amerikansk jazzmusiker, pianist og komponist.
Han er en av de fremste representantene for frijazzen i USA.","Joey Baron, amerikansk jazzmusiker, trommeslager og komponist.
Han har medvirket i en rekke svært ulike sammenhenger, fra Tony Bennett til Laurie Anderson til Al Jarreau, og har også spilt med eldre storheter innen jazzen som Dizzy Gillespie, Art Pepper og Stan Getz.",25.3968,9.8361,22.2222,25.3968
649,"Assurnasipal 2 var konge av Assyria.
Han var sønn av Assurbanipal 1.","Assurnasipal 2. var konge av Assyria fra cirka 883 til 859 fvt.
og en av Assyrias mest fremtredende regenter.",43.75,33.3333,43.75,43.75
650,"Harry Bertoia var en italiensk industridesigner.
Han var en av Charles Eames' mest innflytelsesrike industridesignere.","Harry Bertoia var en italiensk-amerikansk skulptør og møbeldesigner som sammen med Charles Eames utviklet teknikken med formpressede kryssfinér-møbler.
For møbelfirmaet Knoll designet han på 1950-tallet en serie stoler med rørstativ og sete og rygg i flettet nettverk av tynne plastovertrukne rør.
Stolene, kjent som Bertoia Diamond Chairs, er fortsatt i produksjon.
Som skulptør ble han særlig kjent for sine monumentale metallskulpturer, noen av dem er bevegelige og gir spesielle lydeffekter.",20.6186,10.5263,16.4948,20.6186
651,"Brindisi er en by i Italia, i regionen Campania, ved Middelhavet.
Byen ligger i den sørlige delen av provinsen Brindisi.","Brindisi er en by i Italia, i regionen Puglia, hovedstad i provinsen Brindisi, ved Adriaterhavet.
Byen har 86 811 innbyggere (2018).
Brindisi er en viktig havneby med utførsel av vin, olivenolje og frukt.
Det er fergeforbindelse med Hellas og Albania.
Byen har næringsmiddelindustri og betydelig kjemisk og petrokjemisk industri.
Brindisi er et tidligere erkebispesete.
Francesco Ribezzo arkeologiske museum ble etablert i 1884.
Ved havnen står en 20 meter høy søyle (reist 312 fvt.)
som markerer slutten på Via Appia.",28.5714,15.534,22.8571,26.6667
652,"Hans Ende var en tysk forfatter og filmregissør.
Han regnes som en av de betydeligste barne- og ungdomsbokforfatterne i sin generasjon.","Michael Ende var en tysk forfatter, særlig kjent for sine barnebøker med fantasypreg: Momo (1973) og Den uendelige historie (1979).",27.2727,19.0476,27.2727,27.2727
653,"Cornelia var en romersk keiserinne.
Hun var datter av den romerske keiser Julius Caesar.","Cornelia var en av de betydeligste romerske kvinneskikkelsene på 100-tallet fvt.
Hun tilhørte en av de mest berømte slektene (gens cornelia) og var datter av Scipio Africanus d.e.
Hun ble gift med Tiberius Sempronius Gracchus.",30.1887,15.6863,30.1887,30.1887
654,"Color field painting er en kunstnerisk retning innenfor abstrakt ekspresjonisme.
Den ble utviklet i USA fra omkring 1950- til 1970-årene.
Fargefeltene er preget av frontalitet.
Fargene blir påført lerretet i store uregelmessige områder, kalt color field (fargefelt).","Color field painting er en type abstrakt maleri som er kjennetegnet av at lerretet er delt inn i store, noe ujevne områder som er påført farger med få nyanser.",43.8356,22.5352,35.6164,32.8767
655,"Akzo Nobel er et nederlandsk kjemikonsern som produserer kjemikalier, maling, lim og farmasøytisk industri.
Konsernet ble etablert i 1969 ved sammenslutning av Algemene Kunstzijde Unie og Koninklijke Zout-Organon.","Akzo Nobel, tidligere Akzo, er et nederlandsk kjemisk industrikonsern med virksomhet innen kjemikalier, maling, lakk og lim.
Konsernet ble grunnlagt i 1969 og er i nyere tid verdens største produsent av maling og andre produkter for overflatebehandling med merkevarer som blant annet Akzo Nobel, Sikkens, Sadolin og Nordsjö.
Selskapet er også en av verdens største produsenter av salt.",35.5556,13.6364,31.1111,31.1111
656,"By er en gård i Steinkjer kommune i Trøndelag.
Den ligger ved Byafossen i Byaelva.","By, storgård i Steinkjer, Trøndelag.
Gården ligger ved Byafossen i Egge nordøst for Steinkjer sentrum.",61.1111,35.2941,55.5556,61.1111
657,"Dessau er en by i Tyskland, i delstaten Anhalt, ved elven Ammer.
Byen ligger i den sørøstlige delen av Anhalt-Dessau.","Dessau er en by i Tyskland, Sachsen-Anhalt, nær Muldes sammenløp med Elbe, 50 kilometer nord for Leipzig.
Byen har om lag 77 400 innbyggere (2007).
Dessau er en allsidig industriby med kjemisk og elektroteknisk industri, samt produksjon av jernbaneutstyr, tekstiler med mer, men industrien er sterkt nedbygd etter Tysklands gjenforening i 1990.
Junkersverkene (tidligere velkjent flyfabrikk) ble demontert i 1946.",30.2326,11.9048,20.9302,25.5814
658,"Willem Marinus Dudok var en nederlandsk arkitekt.
Han er mest kjent for rådhuset i Hilversum i 1928–1931.","Willem Marinus Dudok var en nederlandsk arkitekt.
Han hadde tilknytning både til Amsterdam-skolen og De Stijl-gruppen, men utviklet en personlig stil, blant annet kjennetegnet ved asymmetrisk sammenstilte teglblokker.",32.0,29.1667,32.0,32.0
659,"Cirkumfleks er et diakritisk tegn som viser at en vokal eller stavelse er falt ut.
Tegnet brukes i norsk bare i lånord fra fransk og i noen få norske ord for å unngå forveksling.","Cirkumfleks har to betydninger: det er navnet på det diakritiske tegnet ^, og er også navn på en toppet tonebevegelse innenfor en lang vokal eller stavelse.",33.8983,7.0175,23.7288,30.5085
660,"Andenes fyr er en fyrstasjon i Andenes kommune i Nordland.
Den ble opprettet i 1874 og er Norges fjerde høyeste fyr.","Andenes fyr er en fyrstasjon på Andøyas nordpynt i Andøy kommune i Nordland.
Den ble opprettet som kystfyr i 1859, automatisert og avbemannet i 1978.",57.1429,38.2979,57.1429,57.1429
661,"Jeremy Bentham var en britisk filosof og jurist.
Han var en av grunnleggerne av den britiske rettspositivismen.
Bentham er mest kjent for sine forslag til reform av rettsvesenet, bygd på utilitaristiske prinsipper.","Jeremy Bentham var en britisk sosialfilosof og jurist.
Han regnes som grunnleggeren av utilitarismen, som setter maksimering av lykke som den avgjørende målestokken for riktig handling.
Bentham mente også at dette må være målestokken for utforming av politiske og juridiske institusjoner og konsentrerte sitt arbeid om å finne praktiske metoder til å realisere denne målsettingen.",33.3333,13.6364,31.1111,31.1111
662,"Lars Backer var en norsk arkitekt.
Han regnes som en av de mest betydningsfulle norske arkitektene på 1900-tallet.","Lars Backer var en norsk arkitekt, mest kjent som pioner for funksjonalismen i Norge.
Han døde bare 38 år gammel, likevel rakk han å fullføre tre tidlige og sentrale verk innen den nye stilretningen, alle i Oslo: Ekebergrestauranten, Horngården på Egertorget og restaurant Skansen som lå på Kontraskjæret ved Akershus festning.
Backer startet som klassisist, men samtiden oppfattet ham som «den nye tids mann», den som personifiserte den nye perioden man sto ved terskelen til.
Dette har gitt ham en spesiell posisjon i norsk arkitekturhistorie.",24.2991,9.5238,18.6916,22.4299
663,"Arne Bang-Hansen var en norsk skuespiller.
Han var utdannet ved Den Nationale Scene i 1934–1938, Nationaltheatret i 1938–1941 og Trøndelag Teater i 1948–1949.",Arne Bang-Hansen var en norsk skuespiller som debuterte i 1932 som volontøren i Sigurd Christiansens Dydens have på Nationaltheatret.,40.8163,25.5319,36.7347,36.7347
664,"Chai er en tedrikk som opprinnelig stammer fra Nepal og Mongolia.
Drikken er svært populær i deler av Asia, særlig i Nepal, Mongolia og Kina.","Chai er te som vanligvis drikkes med melk, sukker og krydder.
Chai er en svært vanlig drikk i blant annet Pakistan, Nepal og India.",41.5094,15.6863,37.7358,41.5094
665,Christian Science er en kristen bevegelse i USA som legger vekt på bønn og helbredelse gjennom bønn.,"Christian Science er et kristent samfunn som legger stor vekt på helbredelse gjennom bønn.
Det har amerikansk protestantisk opprinnelse.",56.4103,37.8378,56.4103,56.4103
666,"Gerd Benneche var en norsk journalist og barnevernsforsker.
Hun var blant annet kjent for Gro-saken, der hun kritiserte behandlingen av en 12 år gammel jente med sterkt avvikende sosial atferd på Klæbu pleiehjem.","Gerd Benneche var en norsk jurist og journalist.
Hun var en av pionerene innen norsk sosialjournalistikk med sin juridiske sakkyndighet og sitt sterke engasjement for de svakeste i samfunnet.",40.625,16.129,31.25,31.25
667,"Benny Carter var en amerikansk jazzmusiker, pianist og komponist.
Han var en av de mest innflytelsesrike jazzmusikerne i sin generasjon.","Benny Carter var en amerikansk jazzmusiker.
Han var en fremragende solist på sine hovedinstrumenter altsaksofon og trompet, og mestret i tillegg en rekke andre instrumenter.
Carter var en av jazzhistoriens fremste komponister og arrangører, ikke bare for egne orkestre, men også for blant andre Duke Ellington, Fletcher Henderson, Jimmie Lunceford og Benny Goodman.",35.1351,22.2222,27.027,35.1351
668,Bergartilleribataljon er en militær avdeling som ble opprettet i 1889 for å gi infanteriet artilleristøtte under kamper i det veifattige landet på Sørlandet.,"Bergartilleri er mobilt artilleri som er organisert og utrustet for strid i fjellterreng.
Bergartilleriavdelinger har vanligvis lette skyts (haubitser) som kan kjøres, deles opp og kløves eller lufttransporteres.",14.5455,0.0,14.5455,14.5455
669,"Benedicte Bech er en norsk journalist og programleder.
Hun er kjent for en rekke populære programserier, blant annet Unnskyld at jeg spør, Den blå time, Signaturen, Magiske Kenya og Herskapelig.","Toppen Bech er en norsk journalist og programleder.
Hun har også skrevet flere reisebøker og bøker om stil og god smak.",32.7273,26.4151,32.7273,32.7273
670,"Bayeritt er en kjemisk forbindelse av aluminium og oksygen.
Den kjemiske formelen er β-Al(OH)3.","Bayeritt er en kjemisk forbindelse som er en av de tre krystallinske modifikasjonene av aluminiumhydroksid.
Den har kjemisk formel Al(OH)3.",63.1579,33.3333,57.8947,63.1579
671,"Werner Aspenström var en svensk forfatter.
Han debuterte med diktsamlingen Skriket och tystnaden (1949) og fikk sitt gjennombrudd med Snölegend (1949), en diktsamling preget av et mangetydig billedspråk og en enkel naturlyrikk.","Werner Aspenström var en svensk forfatter, medlem av Svenska Akademien fra 1981 og en av de viktigste blant de yngre «fyrtiotalisterna» i svensk lyrikk.",33.3333,24.1379,33.3333,33.3333
672,"Brunlemen er en art av smågnagere i familien lemener.
Den er en av de vanligste smågnagerne i Nord-Amerika.
Den har regelmessige bestandsvariasjoner som vår egen lemen i Norge.","Brunlemen er en gnagerart i hamsterfamilien.
Brunlemen likner noe på vår hjemlige lemen, og er utbredt over hele den nordlige delen av det nordamerikanske kontinentet, samt i det nordøstligste hjørnet av Russland.
Den er en av fire arter i slekten Lemmus.",42.1053,16.2162,28.9474,39.4737
673,Drivaksel er en aksel som overfører kraften fra girkasse til differensial på biler med uavhengig fjæring.,"Drivaksel er en aksel i et kjøretøys drivlinje som overfører fremdriftskraft fra en kraftkilde til drivhjulene ved hjelp av en stiv eller leddet aksling.
Drivaksel finnes på alle kjøretøy uavhengig av fremdriftskilde.",40.0,18.8679,40.0,40.0
